Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"BMAL1","Basic Helix-Loop-Helix ARNT Like 1","Protein Coding","O00327","55","GC11P023266","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMAL1"
"BMP3","Bone Morphogenetic Protein 3","Protein Coding","P12645","55","GC04P081030","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP3"
"CIB1","Calcium And Integrin Binding 1","Protein Coding","Q99828","55","GC15M090229","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1"
"EIF4B","Eukaryotic Translation Initiation Factor 4B","Protein Coding","P23588","55","GC12P053006","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4B"
"EPHB6","EPH Receptor B6","Protein Coding","O15197","55","GC07P168201","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB6"
"FZD10","Frizzled Class Receptor 10","Protein Coding","Q9ULW2","55","GC12P130162","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD10"
"GZMA","Granzyme A","Protein Coding","P12544","55","GC05P055102","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMA"
"IL15","Interleukin 15","Protein Coding","P40933","55","GC04P141636","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15"
"IL21R","Interleukin 21 Receptor","Protein Coding","Q9HBE5","55","GC16P128675","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21R"
"ING1","Inhibitor Of Growth Family Member 1","Protein Coding","Q9UK53","55","GC13P110712","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING1"
"LMNB2","Lamin B2","Protein Coding","Q03252","55","GC19M111600","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB2"
"MLX","MAX Dimerization Protein MLX","Protein Coding","Q9UH92","55","GC17P042567","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLX"
"PDCD4","Programmed Cell Death 4","Protein Coding","Q53EL6","55","GC10P110871","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4"
"PTRH2","Peptidyl-TRNA Hydrolase 2","Protein Coding","Q9Y3E5","55","GC17M059674","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTRH2"
"RAB4A","RAB4A, Member RAS Oncogene Family","Protein Coding","P20338","55","GC01P229271","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4A"
"SMAD5","SMAD Family Member 5","Protein Coding","Q99717","55","GC05P136132","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5"
"SOST","Sclerostin","Protein Coding","Q9BQB4","55","GC17M043753","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOST"
"TNFRSF12A","TNF Receptor Superfamily Member 12A","Protein Coding","Q9NP84","55","GC16P003018","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF12A"
"TNFRSF25","TNF Receptor Superfamily Member 25","Protein Coding","Q93038","55","GC01M006460","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF25"
"TRAF4","TNF Receptor Associated Factor 4","Protein Coding","Q9BUZ4","55","GC17P164689","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF4"
"BMP5","Bone Morphogenetic Protein 5","Protein Coding","P22003","54","GC06M055753","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP5"
"CCL3","C-C Motif Chemokine Ligand 3","Protein Coding","P10147","54","GC17M036088","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3"
"EIF5","Eukaryotic Translation Initiation Factor 5","Protein Coding","P55010","54","GC14P103333","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5"
"MTMR14","Myotubularin Related Protein 14","Protein Coding","Q8NCE2","54","GC03P009649","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR14"
"NOL3","Nucleolar Protein 3","Protein Coding","O60936","54","GC16P129730","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL3"
"PAWR","Pro-Apoptotic WT1 Regulator","Protein Coding","Q96IZ0","54","GC12M079574","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR"
"PER1","Period Circadian Regulator 1","Protein Coding","O15534","54","GC17M100003","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PER1"
"RAB2A","RAB2A, Member RAS Oncogene Family","Protein Coding","P61019","54","GC08P060516","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB2A"
"SLC39A4","Solute Carrier Family 39 Member 4","Protein Coding","Q6P5W5","54","GC08M144409","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4"
"SLK","STE20 Like Kinase","Protein Coding","Q9H2G2","54","GC10P103967","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLK"
"TANK","TRAF Family Member Associated NFKB Activator","Protein Coding","Q92844","54","GC02P161136","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANK"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","P31483","54","GC02M070209","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"TNFRSF6B","TNF Receptor Superfamily Member 6b","Protein Coding","O95407","54","GC20P063696","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B"
"TRADD","TNFRSF1A Associated Via Death Domain","Protein Coding","Q15628","54","GC16M067154","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRADD"
"TRAF1","TNF Receptor Associated Factor 1","Protein Coding","Q13077","54","GC09M120902","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF1"
"TRAF5","TNF Receptor Associated Factor 5","Protein Coding","O00463","54","GC01P211326","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF5"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","Q8NEZ2","54","GC08P017246","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"BBC3","BCL2 Binding Component 3","Protein Coding","Q96PG8","53","GC19M047220","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBC3"
"BCL2A1","BCL2 Related Protein A1","Protein Coding","Q16548","53","GC15M166452","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2A1"
"BHLHE40","Basic Helix-Loop-Helix Family Member E40","Protein Coding","O14503","53","GC03P005086","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40"
"BIK","BCL2 Interacting Killer","Protein Coding","Q13323","53","GC22P043110","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIK"
"CHRD","Chordin","Protein Coding","Q9H2X0","53","GC03P184380","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRD"
"COL10A1","Collagen Type X Alpha 1 Chain","Protein Coding","Q03692","53","GC06M116118","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL10A1"
"FAF1","Fas Associated Factor 1","Protein Coding","Q9UNN5","53","GC01M050439","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1"
"GSDMD","Gasdermin D","Protein Coding","P57764","53","GC08P143553","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMD"
"IL13RA1","Interleukin 13 Receptor Subunit Alpha 1","Protein Coding","P78552","53","GC0XP118727","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA1"
"IL24","Interleukin 24","Protein Coding","Q13007","53","GC01P206897","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL24"
"IL27RA","Interleukin 27 Receptor Subunit Alpha","Protein Coding","Q6UWB1","53","GC19P014031","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27RA"
"IPO8","Importin 8","Protein Coding","O15397","53","GC12M030628","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO8"
"ITGA11","Integrin Subunit Alpha 11","Protein Coding","Q9UKX5","53","GC15M068296","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA11"
"ITGAE","Integrin Subunit Alpha E","Protein Coding","P38570","53","GC17M099790","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAE"
"MTMR3","Myotubularin Related Protein 3","Protein Coding","Q13615","53","GC22P097134","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR3"
"PEA15","Proliferation And Apoptosis Adaptor Protein 15","Protein Coding","Q15121","53","GC01P160205","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEA15"
"PIM3","Pim-3 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","Q86V86","53","GC22P049960","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM3"
"RAB10","RAB10, Member RAS Oncogene Family","Protein Coding","P61026","53","GC02P026033","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB10"
"RAB11B","RAB11B, Member RAS Oncogene Family","Protein Coding","Q15907","53","GC19P161260","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11B"
"RAB3A","RAB3A, Member RAS Oncogene Family","Protein Coding","P20336","53","GC19M018196","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3A"
"RAB5B","RAB5B, Member RAS Oncogene Family","Protein Coding","P61020","53","GC12P055973","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5B"
"RAB6A","RAB6A, Member RAS Oncogene Family","Protein Coding","P20340","53","GC11M143220","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6A"
"RAB8B","RAB8B, Member RAS Oncogene Family","Protein Coding","Q92930","53","GC15P209621","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB8B"
"SHOC2","SHOC2 Leucine Rich Repeat Scaffold Protein","Protein Coding","Q9UQ13","53","GC10P110919","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOC2"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","Q9NY26","53","GC01M168583","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"SMPD2","Sphingomyelin Phosphodiesterase 2","Protein Coding","O60906","53","GC06P109440","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD2"
"TFAP2C","Transcription Factor AP-2 Gamma","Protein Coding","Q92754","53","GC20P056629","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2C"
"TNFRSF10D","TNF Receptor Superfamily Member 10d","Protein Coding","Q9UBN6","53","GC08M023135","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10D"
"VPS33B","VPS33B Late Endosome And Lysosome Associated","Protein Coding","Q9H267","53","GC15M090998","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"BIRC7","Baculoviral IAP Repeat Containing 7","Protein Coding","Q96CA5","52","GC20P063235","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC7"
"CTF1","Cardiotrophin 1","Protein Coding","Q16619","52","GC16P128954","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTF1"
"CTHRC1","Collagen Triple Helix Repeat Containing 1","Protein Coding","Q96CG8","52","GC08P103371","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTHRC1"
"EPHA6","EPH Receptor A6","Protein Coding","Q9UF33","52","GC03P096814","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA6"
"IL15RA","Interleukin 15 Receptor Subunit Alpha","Protein Coding","Q13261","52","GC10M005943","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15RA"
"ITGB8","Integrin Subunit Beta 8","Protein Coding","P26012","52","GC07P020329","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8"
"LAMTOR2","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 2","Protein Coding","Q9Y2Q5","52","GC01P156054","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR2"
"NR1D2","Nuclear Receptor Subfamily 1 Group D Member 2","Protein Coding","Q14995","52","GC03P023945","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D2"
"PMAIP1","Phorbol-12-Myristate-13-Acetate-Induced Protein 1","Protein Coding","Q13794","52","GC18P059899","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMAIP1"
"PSIP1","PC4 And SRSF1 Interacting Protein 1","Protein Coding","O75475","52","GC09M015464","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSIP1"
"RAB35","RAB35, Member RAS Oncogene Family","Protein Coding","Q15286","52","GC12M120096","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB35"
"RAB5C","RAB5C, Member RAS Oncogene Family","Protein Coding","P51148","52","GC17M042124","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5C"
"TNFRSF10C","TNF Receptor Superfamily Member 10c","Protein Coding","O14798","52","GC08P023102","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10C"
"EPHA8","EPH Receptor A8","Protein Coding","P29322","51","GC01P022563","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA8"
"HTATIP2","HIV-1 Tat Interactive Protein 2","Protein Coding","Q9BUP3","51","GC11P020363","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTATIP2"
"MEPE","Matrix Extracellular Phosphoglycoprotein","Protein Coding","Q9NQ76","51","GC04P087821","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPE"
"MFF","Mitochondrial Fission Factor","Protein Coding","Q9GZY8","51","GC02P227325","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFF"
"NUAK2","NUAK Family Kinase 2","Protein Coding","Q9H093","51","GC01M205302","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUAK2"
"RAB14","RAB14, Member RAS Oncogene Family","Protein Coding","P61106","51","GC09M121178","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB14"
"RAB38","RAB38, Member RAS Oncogene Family","Protein Coding","P57729","51","GC11M143458","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB38"
"STK17B","Serine/Threonine Kinase 17b","Protein Coding","O94768","51","GC02M196133","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17B"
"TIAL1","TIA1 Cytotoxic Granule Associated RNA Binding Protein Like 1","Protein Coding","Q01085","51","GC10M119571","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAL1"
"TNFSF12","TNF Superfamily Member 12","Protein Coding","O43508","51","GC17P164144","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF12"
"UBAP1","Ubiquitin Associated Protein 1","Protein Coding","Q9NZ09","51","GC09P034179","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP1"
"UNC5B","Unc-5 Netrin Receptor B","Protein Coding","Q8IZJ1","51","GC10P071212","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5B"
"VPS45","Vacuolar Protein Sorting 45 Homolog","Protein Coding","Q9NRW7","51","GC01P179711","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS45"
"WNT16","Wnt Family Member 16","Protein Coding","Q9UBV4","51","GC07P121325","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT16"
"DNAJA3","DnaJ Heat Shock Protein Family (Hsp40) Member A3","Protein Coding","Q96EY1","50","GC16P004425","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3"
"FERMT2","FERM Domain Containing Kindlin 2","Protein Coding","Q96AC1","50","GC14M052857","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT2"
"FYCO1","FYVE And Coiled-Coil Domain Autophagy Adaptor 1","Protein Coding","Q9BQS8","50","GC03M045917","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYCO1"
"GIMAP5","GTPase, IMAP Family Member 5","Protein Coding","Q96F15","50","GC07P150722","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIMAP5"
"ITGAD","Integrin Subunit Alpha D","Protein Coding","Q13349","50","GC16P128989","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAD"
"ITGB3BP","Integrin Subunit Beta 3 Binding Protein","Protein Coding","Q13352","50","GC01M063246","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3BP"
"MNDA","Myeloid Cell Nuclear Differentiation Antigen","Protein Coding","P41218","50","GC01P158831","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNDA"
"NDRG2","NDRG Family Member 2","Protein Coding","Q9UN36","50","GC14M021016","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG2"
"NDRG4","NDRG Family Member 4","Protein Coding","Q9ULP0","50","GC16P058462","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG4"
"NPAS2","Neuronal PAS Domain Protein 2","Protein Coding","Q99743","50","GC02P101746","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS2"
"PIR","Pirin","Protein Coding","O00625","50","GC0XM016708","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIR"
"RAB18","RAB18, Member RAS Oncogene Family","Protein Coding","Q9NP72","50","GC10P027504","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB18"
"RAB27B","RAB27B, Member RAS Oncogene Family","Protein Coding","O00194","50","GC18P054717","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27B"
"URI1","URI1 Prefoldin Like Chaperone","Protein Coding","O94763","50","GC19P029923","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URI1"
"VPS28","VPS28 Subunit Of ESCRT-I","Protein Coding","Q9UK41","50","GC08M147594","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS28"
"XAF1","XIAP Associated Factor 1","Protein Coding","Q6GPH4","50","GC17P164088","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAF1"
"BCL2L10","BCL2 Like 10","Protein Coding","Q9HD36","49","GC15M166885","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L10"
"BHLHE41","Basic Helix-Loop-Helix Family Member E41","Protein Coding","Q9C0J9","49","GC12M026120","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE41"
"CCAR2","Cell Cycle And Apoptosis Regulator 2","Protein Coding","Q8N163","49","GC08P022604","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAR2"
"DIDO1","Death Inducer-Obliterator 1","Protein Coding","Q9BTC0","49","GC20M062877","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIDO1"
"EDIL3","EGF Like Repeats And Discoidin Domains 3","Protein Coding","O43854","49","GC05M083940","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDIL3"
"EMB","Embigin","Protein Coding","Q6PCB8","49","GC05M050396","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMB"
"ITGA10","Integrin Subunit Alpha 10","Protein Coding","O75578","49","GC01M145891","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA10"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","Q6PKG0","49","GC05P154682","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"MXD1","MAX Dimerization Protein 1","Protein Coding","Q05195","49","GC02P069897","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD1"
"PPP1R9A","Protein Phosphatase 1 Regulatory Subunit 9A","Protein Coding","Q9ULJ8","49","GC07P094907","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R9A"
"RAB25","RAB25, Member RAS Oncogene Family","Protein Coding","P57735","49","GC01P156061","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB25"
"RAB26","RAB26, Member RAS Oncogene Family","Protein Coding","Q9ULW5","49","GC16P128057","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB26"
"RAB28","RAB28, Member RAS Oncogene Family","Protein Coding","P51157","49","GC04M013361","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB28"
"RAB6B","RAB6B, Member RAS Oncogene Family","Protein Coding","Q9NRW1","49","GC03M133824","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6B"
"RAB9A","RAB9A, Member RAS Oncogene Family","Protein Coding","P51151","49","GC0XP014073","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB9A"
"ZC3HC1","Zinc Finger C3HC-Type Containing 1","Protein Coding","Q86WB0","49","GC07M130026","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HC1"
"CXCL14","C-X-C Motif Chemokine Ligand 14","Protein Coding","O95715","48","GC05M135617","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL14"
"ICAM4","Intercellular Adhesion Molecule 4 (Landsteiner-Wiener Blood Group)","Protein Coding","Q14773","48","GC19P010286","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM4"
"ITGB1BP1","Integrin Subunit Beta 1 Binding Protein 1","Protein Coding","O14713","48","GC02M009391","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1BP1"
"RAB17","RAB17, Member RAS Oncogene Family","Protein Coding","Q9H0T7","48","GC02M237574","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB17"
"RAB31","RAB31, Member RAS Oncogene Family","Protein Coding","Q13636","48","GC18P009729","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB31"
"ACIN1","Apoptotic Chromatin Condensation Inducer 1","Protein Coding","Q9UKV3","47","GC14M023058","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACIN1"
"IL9R","Interleukin 9 Receptor","Protein Coding","Q01113","47","GC0XP155997","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9R"
"RSL1D1","Ribosomal L1 Domain Containing 1","Protein Coding","O76021","47","GC16M011833","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL1D1"
"AVEN","Apoptosis And Caspase Activation Inhibitor","Protein Coding","Q9NQS1","46","GC15M049339","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVEN"
"CDIP1","Cell Death Inducing P53 Target 1","Protein Coding","Q9H305","46","GC16M004510","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIP1"
"FAIM","Fas Apoptotic Inhibitory Molecule","Protein Coding","Q9NVQ4","46","GC03P138608","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAIM"
"IL20RB","Interleukin 20 Receptor Subunit Beta","Protein Coding","Q6UXL0","46","GC03P136946","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL20RB"
"LAMTOR5","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 5","Protein Coding","O43504","46","GC01M110401","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR5"
"NDRG3","NDRG Family Member 3","Protein Coding","Q9UGV2","46","GC20M036651","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG3"
"RAB13","RAB13, Member RAS Oncogene Family","Protein Coding","P51153","46","GC01M153981","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB13"
"RAB33A","RAB33A, Member RAS Oncogene Family","Protein Coding","Q14088","46","GC0XP130110","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB33A"
"RAB3B","RAB3B, Member RAS Oncogene Family","Protein Coding","P20337","46","GC01M051907","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3B"
"RAB3D","RAB3D, Member RAS Oncogene Family","Protein Coding","O95716","46","GC19M011322","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3D"
"RAB40B","RAB40B, Member RAS Oncogene Family","Protein Coding","Q12829","46","GC17M082654","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB40B"
"SLC39A3","Solute Carrier Family 39 Member 3","Protein Coding","Q9BRY0","46","GC19M002732","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A3"
"H2BC3","H2B Clustered Histone 3","Protein Coding","P33778","45","GC06M110972","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC3"
"MVB12B","Multivesicular Body Subunit 12B","Protein Coding","Q9H7P6","45","GC09P126326","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVB12B"
"SLC38A9","Solute Carrier Family 38 Member 9","Protein Coding","Q8NBW4","45","GC05M055625","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A9"
"ATRAID","All-Trans Retinoic Acid Induced Differentiation Factor","Protein Coding","Q6UW56","44","GC02P027212","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRAID"
"IFNL2","Interferon Lambda 2","Protein Coding","Q8IZJ0","44","GC19P039268","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2"
"LAMTOR3","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 3","Protein Coding","Q9UHA4","44","GC04M099878","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR3"
"PHLDA3","Pleckstrin Homology Like Domain Family A Member 3","Protein Coding","Q9Y5J5","44","GC01M201511","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDA3"
"SIVA1","SIVA1 Apoptosis Inducing Factor","Protein Coding","O15304","44","GC14P104753","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIVA1"
"ING2","Inhibitor Of Growth Family Member 2","Protein Coding","Q9H160","43","GC04P183555","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING2"
"RAB22A","RAB22A, Member RAS Oncogene Family","Protein Coding","Q9UL26","43","GC20P058309","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB22A"
"RAB30","RAB30, Member RAS Oncogene Family","Protein Coding","Q15771","43","GC11M082973","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB30"
